Full company name,Payments to Governments Report_x,Country,Year,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report_y,ISO Code,Start Date,End Date
شرکت تولید سنگ تزیناتی وتعمیراتی هلال,14787.0,Afghanistan,2019,Private,1044928016,Other,Marble,Not applicable,Not available,14787,AFG,2018-12-21,2019-12-20
شرکت تولید سنگ کابول تدبیر,1955468.0,Afghanistan,2019,Private,9000977075,Other,Construction Stone,Not applicable,Not available,1955468,AFG,2018-12-21,2019-12-20
شرکت تکنالوجست,1648402.0,Afghanistan,2019,Private,9000412131,Other,Gravel,Not applicable,Not available,1648402,AFG,2018-12-21,2019-12-20
شرکت خدمات استخراج معدن سنتارامریکن ال ال سی CENTER AMERICAN LLC,3090.0,Afghanistan,2019,Private,9001415893,Mining,,,,3090,AFG,2018-12-21,2019-12-20
شرکت خدمات انجنیری جیو و معادن افغانایت AFGHAN KNIGHT GEO & MINING CO,27978379.0,Afghanistan,2019,Private,9001172742,Mining,,,,27978379,AFG,2018-12-21,2019-12-20
شرکت ذوب آهن کتلیست KATALEST IRON MINING CO,37961.0,Afghanistan,2019,,,,,,,,,,
شرکت ریگریشن کابل گلدره,225848.0,Afghanistan,2019,Private,9000937442,Other,Gravel,Not applicable,Not available,225848,AFG,2018-12-21,2019-12-20
شرکت ساختمانی احمدی احمد ربی,720.0,Afghanistan,2019,,,,,,,,,,
شرکت ساختمانی اریانا سازه,72000.0,Afghanistan,2019,,,,,,,,,,
شرکت ساختمانی حاجی ملا شاه میرزی,1453212.0,Afghanistan,2019,Private,1039350010,Other,Gravel,Not applicable,Not available,1453212,AFG,2018-12-21,2019-12-20
شرکت ساختمانی فاروق استانکزی,764284.0,Afghanistan,2019,Private,1014901019,Other,GravelGravel Sand,Not applicable,Not available,764284,AFG,2018-12-21,2019-12-20
شرکت ساختمانی و سرکسازی افغان صداقت,487980.0,Afghanistan,2019,,,,,,,,,,
شرکت ساختمانی کاوون سلطانی,131625.0,Afghanistan,2019,,,,,,,,,,
شرکت سرمایه گذاری معادن MINING INVESTMENT COMPANY,216200.0,Afghanistan,2019,Private,1028365011,Other,Marble,Not applicable,Not available,216200,AFG,2018-12-21,2019-12-20
شرکت سنگبری صائب لمتید SAEB LTD,21106.0,Afghanistan,2019,Private,1021385206,Mining,,,,21106,AFG,2018-12-21,2019-12-20
شرکت سها می مرمرباختر BAKHTER TALK PRIV-LTD,100.0,Afghanistan,2019,Private,1051914016,Mining,,,,100,AFG,2018-12-21,2019-12-20
شرکت صنعتی جهان سنگ ساحل لمتید JAHAN SANG SAHEL LTD,135505.0,Afghanistan,2019,Private,1029365200,Mining,,,,135505,AFG,2018-12-21,2019-12-20
شرکت صنعتی و سنگبری بهار مرمر لمتید BAHAR MARMAR LTD,64473.0,Afghanistan,2019,Private,1028386017,Mining,,,,64473,AFG,2018-12-21,2019-12-20
شرکت صنعتی کرومایت برادران BROTHERS CROMITE MINING CO,1650.0,Afghanistan,2019,,,,,,,,,,
شرکت مسعود حامد فقیرزاده,1612738.0,Afghanistan,2019,,,,,,,,,,
شرکت مسعودعارف فقیرزاده,122789.0,Afghanistan,2019,,,,,,,,,,
شرکت معدن کاران برادران دره صوف DARAI SOOF BROTHER MINING CO,79800.0,Afghanistan,2019,Private,1044142014,Other,coal,Not applicable,Not available,79800,AFG,2018-12-21,2019-12-20
شرکت معدن کاری غلام رسول پامیر PAMIR RASOOL MINING CO,71680.0,Afghanistan,2019,Private,1016640169,Mining,,,,71680,AFG,2018-12-21,2019-12-20
شرکت معدن کاری کولاک KOLAK MINING CO,86545.0,Afghanistan,2019,Private,1016338160,Mining,,,,86545,AFG,2018-12-21,2019-12-20
شرکت پروسس سنگ تالک پامیر خراسان PAMIR KHORASAN TALC PROCESSING CO,5800.0,Afghanistan,2019,Private,9002944453,Mining,,,,5800,AFG,2018-12-21,2019-12-20
شهاب محبوب تالک اومرمرو استخراج اوپروسس شرکت SSHAHAB MEHBOOB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY,34108.0,Afghanistan,2019,,,,,,,,,,
شیرمحمد صالح دمعدن اواستخراج اوپروسس شرکت SHAR MOHAMMAD SALEH MINING CO,31660.0,Afghanistan,2019,Private,9001614248,Mining,,,,31660,AFG,2018-12-21,2019-12-20
صاف افغان منرال قیمتی او نیمه قیمتی تیږو تولید اوپروسس شرکت SAF AFGHAN GEM STONES PRO.CO,700.0,Afghanistan,2019,Private,9006717954,Mining,,,,700,AFG,2018-12-21,2019-12-20
عابد عظیم تالک دسنګ مرمرواستخراج اوپروسس ABID AZIM TALC PRO.CO,955.0,Afghanistan,2019,Private,9006568381,Mining,,,,955,AFG,2018-12-21,2019-12-20
عتیق محب استخراج معد ن اوپروسس شرکت ATIQ MOHEB MINING PRO.CO,2500.0,Afghanistan,2019,Private,9008062722,Mining,,Not applicable,Not available,2500,AFG,2018-12-21,2019-12-20
"فقیر حسین, محمد حسین",367052.0,Afghanistan,2019,Private,9001745869,Other,Construction Stone,Not applicable,Not available,367052,AFG,2018-12-21,2019-12-20
"محمد  آگل ولد محمد امین, محمد آگل",195.0,Afghanistan,2019,,,,,,,,,,
"محمد عیسی ولد آغا گل, محمد عیسی",24704.0,Afghanistan,2019,,,,,,,,,,
"محمد هاشم فرزند عبدالله, محمد هاشم",150836.0,Afghanistan,2019,Private,9001268979,Other,Construction Stone,Not applicable,Not available,150836,AFG,2018-12-21,2019-12-20
"محمد یاور ولد عبدالکریم, محمد یاور",5182.0,Afghanistan,2019,Private,Not available,Other,Construction Stone,Not applicable,Not available,5182,AFG,2018-12-21,2019-12-20
"محمد یونس ولد محمد عیسی, محمد یونس",11704.0,Afghanistan,2019,,,,,,,,,,
"محمدی فرزند مسجدی, محمد دل",188674.0,Afghanistan,2019,Private,9002542117,Other,Construction Stone,Not applicable,Not available,188674,AFG,2018-12-21,2019-12-20
مزار بابا دتالک اوسنګ مرمر استخراج اوپروسس شرکت MAZAR BABA TALC PRO.CO,9650.0,Afghanistan,2019,Private,9006658075,Mining,,,,9650,AFG,2018-12-21,2019-12-20
نارټ ویسټ منرلز NORTH WEST MINERALS,400.0,Afghanistan,2019,Private,1008467084,Mining,,,,400,AFG,2018-12-21,2019-12-20
نبی افغان دمعدن استخراج او پروسس شر کت NABI AFGHAN MINES EXTRACTION AND PROCESSING COMPANY,8783858.0,Afghanistan,2019,,,,,,,,,,
"نجیب الله فرزند عین الله, نجیب الله فرزند عین الله",41722.0,Afghanistan,2019,Private,9002519941,Other,Construction Stone,Not applicable,Not available,41722,AFG,2018-12-21,2019-12-20
"نصرالله فرزند اول الدین, نصرالله",62227.0,Afghanistan,2019,Private,9002519966,Other,Construction Stone,Not applicable,Not available,62227,AFG,2018-12-21,2019-12-20
"نقیب الله فرزند محمد نبی, نقیب الله فرزند محمد نبی",96968.0,Afghanistan,2019,Private,9003125821,Other,Construction Stone,Not applicable,Not available,96968,AFG,2018-12-21,2019-12-20
"واثق ولد ملنگ خان, واثق",48194.0,Afghanistan,2019,,,,,,,,,,
یاسر منصور دمعدن استخراج اوپروسس شرکت YASER MANSOOR MINING CO,2150.0,Afghanistan,2019,Private,9006658026,Mining,,,,2150,AFG,2018-12-21,2019-12-20
یونس انیس احمدزی تالک معدن استخراج اوپروسس شرکت YONOS ANIS AHMADZAI TALC PRO.CO,50.0,Afghanistan,2019,Private,9006579651,Mining,,,,50,AFG,2018-12-21,2019-12-20
11 HERONJTE BATER,15215888.0,Albania,2017,Private,K28310906F,Mining,Chromium,,,15215888,ALB,2017-01-01,2017-12-31
3A-160 SH.P.K,3635320.0,Albania,2017,Private,L61523043R,Mining,Chromium,,,3635320,ALB,2017-01-01,2017-12-31
AGGREGATED,36533218.0,Albania,2017,Private,,Mining,,,,36533218,ALB,2017-01-01,2017-12-31
AL-GEM SH.A,3921778.0,Albania,2017,Private,L11401018K,Mining,Limestone,,,3921778,ALB,2017-01-01,2017-12-31
ALB - CANAJ,64762643.0,Albania,2017,Private,K07729901W,Mining,Chromium,,,64762643,ALB,2017-01-01,2017-12-31
ALB IEAA INTERNACIONAL,67703127.0,Albania,2017,Private,J86906408N,Mining,Not Reported,,,67703127,ALB,2017-01-01,2017-12-31
ALB-ENERGY SHPK,122832961.0,Albania,2017,Private,L51503039D,Other,Electric Energy,,,127774265,ALB,2017-01-01,2017-12-31
ALBA - CO SHPK,11370247.0,Albania,2017,Private,J78311933L,Mining,Chromium,,,11370247,ALB,2017-01-01,2017-12-31
ALBANISA KRYPI,15981680.0,Albania,2017,Private,J96829413B,Mining,Chromium,,,15981680,ALB,2017-01-01,2017-12-31
ALBCHROME,650384434.0,Albania,2017,Private,K11613001M,Mining,Chromium,,,650384434,ALB,2017-01-01,2017-12-31
ALBMINE & CHROME,49953810.0,Albania,2017,Private,L52228034M,Mining,Chromium,,,49953810,ALB,2017-01-01,2017-12-31
ALBPETROL SH.A.,2457654948.0,Albania,2017,Private,J82916500U,Oil & Gas,"Oil, Gas, Condensates",,,2457654948,ALB,2017-01-01,2017-12-31
ANA 2013,7714089.0,Albania,2017,Private,L37009201B,Mining,Limestone,,,7714089,ALB,2017-01-01,2017-12-31
ANIO OIL&GAS SHA (ISH TRANS ATLANTIK ALBANIA LTD (ISHSTREAM OIL & GAS),166356745.0,Albania,2017,,,,,,,,,,
ANTEA CEMENT SH.A,654758568.0,Albania,2017,Private,K61914005R,Mining,"Clay, Limestone",,,654758568,ALB,2017-01-01,2017-12-31
ARDAS,22527310.0,Albania,2017,Private,K86407401R,Mining,Chromium,,,22527310,ALB,2017-01-01,2017-12-31
ARIS,37355393.0,Albania,2017,Private,K97114401A,Mining,Chromium,,,37355393,ALB,2017-01-01,2017-12-31
ARKEV SHPK,9198904.0,Albania,2017,Private,K86603401D,Mining,Chromium,,,9198904,ALB,2017-01-01,2017-12-31
ATEANI SHPK,7158594.0,Albania,2017,Private,J68103911D,Mining,Chromium,,,7158594,ALB,2017-01-01,2017-12-31
B & B STONE,4398958.0,Albania,2017,Private,K73627001A,Mining,Sandstone,,,4398958,ALB,2017-01-01,2017-12-31
BABASI - 2,18912802.0,Albania,2017,Private,K04226216O,Mining,Chromium,,,18912802,ALB,2017-01-01,2017-12-31
BABASI COO SHPK,19316073.0,Albania,2017,Private,J74517209B,Mining,"Limestone, Marble",,,19316073,ALB,2017-01-01,2017-12-31
BALKAN GREEN ENERGY SH.P.K( ISH ESEGEI),54976893.0,Albania,2017,Private,K71624026M,Other,Electric Energy,,,55830354,ALB,2017-01-01,2017-12-31
BANKERS PETROLEUM ALBANIA LTD.,4930721195.0,Albania,2017,Private,K43128401L,Oil & Gas,"Oil, Gas, Condensates",,,4930721194.79,ALB,2017-01-01,2017-12-31
BEBJASHPK,140000.0,Albania,2017,Private,K06626408F,Mining,Chromium,,,140000,ALB,2017-01-01,2017-12-31
BERALB SHA,51989563.0,Albania,2017,Private,K12107002A,Mining,Copper,,,51989563,ALB,2017-01-01,2017-12-31
BLEDI,4040639.0,Albania,2017,Private,K36811904G,Mining,Chromium,,,4040639,ALB,2017-01-01,2017-12-31
BLERIMI KOSTURR 2010,1831370.0,Albania,2017,Private,L07525201B,Mining,Chromium,,,1831370,ALB,2017-01-01,2017-12-31
BRAIDEN,12033083.0,Albania,2017,Private,L67421401T,Mining,Chromium,,,12033083,ALB,2017-01-01,2017-12-31
CERUJA,13779061.0,Albania,2017,Private,K48429906N,Mining,Chromium,,,13779061,ALB,2017-01-01,2017-12-31
COLACEMALBANIASHPK,16793193.0,Albania,2017,Private,K72306010V,Mining,Limestone,,,16793193,ALB,2017-01-01,2017-12-31
DELVINA GAS COMPANY LTD,6181229.0,Albania,2017,Private,L61416039U,Oil & Gas,"Oil, Gas, Condensates",,,6181229,ALB,2017-01-01,2017-12-31
DEMA PATIN,1394304.0,Albania,2017,Private,K87530903A,Mining,Chromium,,,1394304,ALB,2017-01-01,2017-12-31
DERVISHI SHPK,14903046.0,Albania,2017,Private,J96829420H,Mining,Chromium,,,14903046,ALB,2017-01-01,2017-12-31
DEVOLL HYDROPOWER,226892851.0,Albania,2017,Private,K82418002C,Other,"Electric Energy, Limestone",,,226892851,ALB,2017-01-01,2017-12-31
DIALBA,26732289.0,Albania,2017,Private,J96829414J,Mining,Chromium,,,26732289,ALB,2017-01-01,2017-12-31
DITEKO SH.P.K,57085105.0,Albania,2017,,,,,,,,,,
EGI-K SHPK,314017878.0,Albania,2017,Private,K77424401L,Mining,Chromium,,,157008939,ALB,2017-01-01,2017-12-31
ENERGAL SHPK,40664230.0,Albania,2017,Private,L57703201R,Other,Electric Energy,,,40664230,ALB,2017-01-01,2017-12-31
ENERGJI ASHTA,277968756.0,Albania,2017,Private,K82417005V,Other,Electric Energy,,,307307943,ALB,2017-01-01,2017-12-31
ERLI-D SHPK,21912496.0,Albania,2017,Private,L07324401C,Mining,Chromium,,,10956248,ALB,2017-01-01,2017-12-31
ERVIN,0.0,Albania,2017,,,,,,,,,,
ERVINI SHPK,0.0,Albania,2017,Private,K26513467T,Mining,Chromium,,,-,ALB,2017-01-01,2017-12-31
"EURON ENERGY"" SHPK",92303692.0,Albania,2017,Private,L57703202C,Other,Electric Energy,,,92303692,ALB,2017-01-01,2017-12-31
FABRIKA E PASURIMIT TE KROMIR BULQIZE,30253473.0,Albania,2017,Private,K06626418M,Mining,Chromium,,,30253473,ALB,2017-01-01,2017-12-31
FAVINA,53498980.0,Albania,2017,Private,J64104078V,Mining,Limestone,,,53498980,ALB,2017-01-01,2017-12-31
FUSHE-KRUJE CEMENT FACTORY,183562641.0,Albania,2017,Private,K04226208A,Mining,"Limestone, Clay",,,183562641,ALB,2017-01-01,2017-12-31
GEGA - G,17270166.0,Albania,2017,Private,K27713604T,Mining,"Limestone, Clay",,,17270166,ALB,2017-01-01,2017-12-31
GERDA - 07 SH.P.K,3383484.0,Albania,2017,Private,K77315401J,Mining,Chromium,,,3383484,ALB,2017-01-01,2017-12-31
GERI'S 2002,8289773.0,Albania,2017,Private,K47220407H,Mining,Chromium,,,8289773,ALB,2017-01-01,2017-12-31
GJONI SHPK,7767174.0,Albania,2017,Private,K06626412K,Mining,Chromium,,,7767174,ALB,2017-01-01,2017-12-31
GLOBAL INTERPRISE GROUP SHPK,98880763.0,Albania,2017,Private,K87515901A,Mining,Chromium,,,98880763,ALB,2017-01-01,2017-12-31
HEC LANABREGAS,47922332.0,Albania,2017,Private,J62005002O,Other,Electric Energy,,,48277832,ALB,2017-01-01,2017-12-31
HERBI,50601441.0,Albania,2017,Private,J98021906L,Mining,Chromium,,,50601441,ALB,2017-01-01,2017-12-31
IGLI - 07,6136701.0,Albania,2017,Private,K88812401M,Mining,Not Reported,,,6136701,ALB,2017-01-01,2017-12-31
ILLYRIA MINERALS INDUSTRI SH.P.K,23440825.0,Albania,2017,Private,L01629005J,Mining,Chromium,,,23440825,ALB,2017-01-01,2017-12-31
ISAKU,18027534.0,Albania,2017,Private,J96829402J,Mining,Chromium,,,18027534,ALB,2017-01-01,2017-12-31
IVNO 1100,5880760.0,Albania,2017,Private,K47220405O,Mining,Chromium,,,5880760,ALB,2017-01-01,2017-12-31
JAHO-MAT,10319641.0,Albania,2017,Private,K07729917I,Mining,Chromium,,,10319641,ALB,2017-01-01,2017-12-31
K-12 (RED MINES),609580.0,Albania,2017,Private,K62418008C,Mining,Nickel Alloy,,,609580,ALB,2017-01-01,2017-12-31
K.I.D -ALB SHPK,33919313.0,Albania,2017,Private,K52128506K,Mining,"Clay, Limestone",,,33919313,ALB,2017-01-01,2017-12-31
KAPROLLA & KOMPANI,13902802.0,Albania,2017,Private,L06817401D,Mining,Chromium,,,13902802,ALB,2017-01-01,2017-12-31
KAPROLLA SHPK,20245248.0,Albania,2017,Private,K86314401D,Mining,Chromium,,,20245248,ALB,2017-01-01,2017-12-31
KESH SH.A.,2536556684.0,Albania,2017,Private,J61817005F,Other,Electric Energy,,,2538125836,ALB,2017-01-01,2017-12-31
KEVGER SH.P.K,57520212.0,Albania,2017,Private,L06410401C,Mining,Chromium,,,28760106,ALB,2017-01-01,2017-12-31
KLERAJDI SHPK,14268745.0,Albania,2017,Private,K19003407J,Mining,Not Reported,,,14268745,ALB,2017-01-01,2017-12-31
KLERVIBRIS,28253168.0,Albania,2017,Private,K86328401E,Mining,Chromium,,,28253168,ALB,2017-01-01,2017-12-31
KLEVI 10 SH.P.K,8099114.0,Albania,2017,State-owned enterprises & public corporations,L01818011E,Mining,Not Reported,,,4049557,ALB,2017-01-01,2017-12-31
KLOSI,50491514.0,Albania,2017,Private,J98021907T,Mining,Chromium,,,50491514,ALB,2017-01-01,2017-12-31
KOKA,38896018.0,Albania,2017,Private,K06626403L,Mining,Chromium,,,38896018,ALB,2017-01-01,2017-12-31
KOLDASHI CHROME MINERALS SH.P.K,9517943.0,Albania,2017,Private,L08412202M,Mining,Chromium,,,9517943,ALB,2017-01-01,2017-12-31
KRASTA,5086251.0,Albania,2017,Private,K26513465D,Mining,Chromium,,,5086251,ALB,2017-01-01,2017-12-31
KUARCI BLACE,12770503.0,Albania,2017,Private,K24207608A,Mining,Chromium,,,12770503,ALB,2017-01-01,2017-12-31
KUJTIMI & LENA SHPK,4016696.0,Albania,2017,Private,L07207702J,Mining,Chromium,,,4016696,ALB,2017-01-01,2017-12-31
KURUM INTERNATIONAL SH.A,498196239.0,Albania,2017,Private,K02727230T,Other,Electric Energy,,,505104103,ALB,2017-01-01,2017-12-31
LED - BJON SHPK,1884115.0,Albania,2017,Private,K92810002V,Mining,Not Reported,,,1884115,ALB,2017-01-01,2017-12-31
MAKARESH SH.P.K,41585908.0,Albania,2017,Private,K24725213C,Mining,Not Reported,,,41585908,ALB,2017-01-01,2017-12-31
MARA 2011,17592799.0,Albania,2017,Private,L18516901B,Mining,Chromium,,,17592799,ALB,2017-01-01,2017-12-31
MILENIUM,12439405.0,Albania,2017,Private,K04005052C,Mining,Limestone,,,12439405,ALB,2017-01-01,2017-12-31
MINERAL BITUMEN,7258890.0,Albania,2017,Private,K87021202E,Mining,Bituminous mixtures,,,7258890,ALB,2017-01-01,2017-12-31
MINIERA E KROMIT KATJEL,27406022.0,Albania,2017,Private,K67812601U,Mining,Chromium,,,27406022,ALB,2017-01-01,2017-12-31
MINING FERRO NIKEL,21024941.0,Albania,2017,Private,L31929015F,Mining,Nickel Alloy,,,21024941,ALB,2017-01-01,2017-12-31
MUSTAFAJ SHPK,17490268.0,Albania,2017,Private,K13001013H,Mining,Limestone,,,17490268,ALB,2017-01-01,2017-12-31
NELI SH.P.K,44583024.0,Albania,2017,Private,J68103906N,Mining,Chromium,,,22291512,ALB,2017-01-01,2017-12-31
NIKA,5271994.0,Albania,2017,Private,K92028004L,Mining,Nickel Alloy,,,5271994,ALB,2017-01-01,2017-12-31
PAKTI,44545255.0,Albania,2017,Private,L26912401G,Mining,Chromium,,,44545255,ALB,2017-01-01,2017-12-31
PIETRA NESLI SHPK,6563628.0,Albania,2017,Private,K53129001Q,Mining,Sandstone,,,3281814,ALB,2017-01-01,2017-12-31
PIRALI SHPK,847635.0,Albania,2017,Private,K32522607E,Mining,Limestone,,,847635,ALB,2017-01-01,2017-12-31
PLATINIUM ALB,8477253.0,Albania,2017,Private,K91624006A,Mining,Nickel Alloy,,,8477253,ALB,2017-01-01,2017-12-31
PRISKA SH.P.K,12246047.0,Albania,2017,Private,J64416207W,Mining,Not Reported,,,12246047,ALB,2017-01-01,2017-12-31
QATO - 01,5476366.0,Albania,2017,Private,K69209401C,Mining,Not Reported,,,5476366,ALB,2017-01-01,2017-12-31
RA-KROM TIRANA,12518692.0,Albania,2017,Private,K88016902A,Mining,Chromium,,,12518692,ALB,2017-01-01,2017-12-31
RAL,3960038.0,Albania,2017,Private,J96829416C,Mining,Chromium,,,3960038,ALB,2017-01-01,2017-12-31
RO-GENT-1 SHPK,7250393.0,Albania,2017,Private,L06510401F,Mining,Chromium,,,7250393,ALB,2017-01-01,2017-12-31
SALILLARI,221416488.0,Albania,2017,Private,J62903125G,Mining,Limestone,,,221416488,ALB,2017-01-01,2017-12-31
SAN LEONE ENERGY PLC.,4814574.0,Albania,2017,Private,K81421014P,Oil & Gas,"Oil, Gas, Condensates",,,4814574,ALB,2017-01-01,2017-12-31
SANTARA SHPK,18584868.0,Albania,2017,Private,J64102248C,Mining,Not Reported,,,18584868,ALB,2017-01-01,2017-12-31
SELENICE BITUMI,26233577.0,Albania,2017,Private,K16815202M,Mining,Bituminous mixtures,,,26233577,ALB,2017-01-01,2017-12-31
SHELL UPSTREAM ALBANIA B.V,444657140.0,Albania,2017,Private,L21807009I,Oil & Gas,"Oil, Gas, Condensates",,,444657139.8,ALB,2017-01-01,2017-12-31
SHERWOOD INTERNATIONAL PETROLEUM LTD,38957699.0,Albania,2017,,,,,,,,,,
SHKEMBI,6056527.0,Albania,2017,Private,K26513471B,Mining,Chromium,,,6056527,ALB,2017-01-01,2017-12-31
SHPRESA - AL,68818315.0,Albania,2017,Private,K31321021N,Mining,Limestone,,,68818315,ALB,2017-01-01,2017-12-31
SOKOLAJ SH.P.K,39766949.0,Albania,2017,Private,K64312403D,Mining,Chromium,,,2321965,ALB,2017-01-01,2017-12-31
STONE GROUP ALBANIA SHPK,506117.0,Albania,2017,Private,K64727001E,Mining,Limestone,,,506117,ALB,2017-01-01,2017-12-31
STONE PRODUCTION. SHPK,28492952.0,Albania,2017,Private,K41313033U,Mining,"Limestone, Marble",,,28492952,ALB,2017-01-01,2017-12-31
TADRI SH.P.K,8856736.0,Albania,2017,Private,J68403919H,Mining,Chromium,,,8856736,ALB,2017-01-01,2017-12-31
TANUSHA,13366579.0,Albania,2017,Private,J64104103H,Mining,Limestone,,,13366579,ALB,2017-01-01,2017-12-31
TOPI EKI,5601828.0,Albania,2017,Private,J82916504G,Mining,Sandstone,,,5601828,ALB,2017-01-01,2017-12-31
TRANSOIL GROUP AG (IEC VISOKA SHP),234739113.0,Albania,2017,Private,L11725004I,Oil & Gas,"Oil, Gas, Condensates",,,234739112.34,ALB,2017-01-01,2017-12-31
