index,Company,Revenue value,original_company_name,OpenCorporatesID,company_relation,Project name,Government entity,Revenue stream name,Levied on project (Y/N),Reported by project (Y/N),Reporting currency,Payment made in-kind (Y/N),In-kind volume (if applicable),Unit (if applicable),Comments,Country,ISO Code,iso_code2,Year,Start Date,End Date,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country2,ISO Code 2,Year2,Start Date 2,End Date 2
3224_part3,VOLKER DREDGING LTD,,,,,,,,,,,,,,,,,,,,,Private,1179300,Mining,Marine Aggregate Dredging,https://www.brett.co.uk/aggregates/products-and-services/marine-aggregate-dredging,https://beta.companieshouse.gov.uk/company/01179300,"2,031,367",United Kingdom,GBR,2019,2019-01-01,"2019-12-31"
3225_part3,WESTMINSTER GRAVELS LTD,,,,,,,,,,,,,,,,,,,,,Private,2380267,Mining,Marine Aggregates,https://westminster.boskalis.com/,https://beta.companieshouse.gov.uk/company/00485700,"1,298,046",United Kingdom,GBR,2019,2019-01-01,"2019-12-31"
3226_part3,ALPHA PETROLEUM RESOURCES LIMITED,,,,,,,,,,,,,,,,,,,,,Private,3949599,Oil & Gas,Gas,https://www.alphapetroleum.com/,https://find-and-update.company-information.service.gov.uk/company/03949599,"1,467,931",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3227_part3,ANASURIA HIBISCUS UK LTD,,,,,,,,,,,,,,,,,,,,,Private,9696268,Oil & Gas,Oil & Gas,https://www.anasuria.co.uk/,https://find-and-update.company-information.service.gov.uk/company/09696268,"967,080",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3228_part3,APACHE CORPORATION,,,,,,,,,,,,,,,,,,,,,Private,4614761,Oil & Gas,Oil & Gas,http://www.apachecorp.com/,https://find-and-update.company-information.service.gov.uk/company/04614761,"82,797,113",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3229_part3,BHP,,,,,,,,,,,,,,,,,,,,,Private,810819,Oil & Gas,Oil & Gas,https://www.bhp.com/,https://find-and-update.company-information.service.gov.uk/company/00810819,"110,000",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3230_part3,BP PLC,,,,,,,,,,,,,,,,,,,,,Private,305943,Oil & Gas,Oil & Gas,https://www.bp.com/,https://find-and-update.company-information.service.gov.uk/company/00305943,"-39,414,066",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3231_part3,CENTRICA PLC,,,,,,,,,,,,,,,,,,,,,Private,3033654,Oil & Gas,Oil & Gas,https://www.centrica.com/,https://find-and-update.company-information.service.gov.uk/company/03033654,"-30,709,694",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3232_part3,CHRYSAOR,,,,,,,,,,,,,,,,,,,,,Private,FC027988,Oil & Gas,Oil & Gas,https://www.chrysaor.com/,https://find-and-update.company-information.service.gov.uk/company/FC027988,"162,901,637",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3233_part3,CNOOC PETROLEUM EUROPE LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1051137,Oil & Gas,Oil & Gas,https://cnoocinternational.com/operations/europe/uk,https://find-and-update.company-information.service.gov.uk/company/01051137,"142,409,794",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3234_part3,CNR INTERNATIONAL UK INVESTMENTS LTD,,,,,,,,,,,,,,,,,,,,,Private,813187,Oil & Gas,Oil & Gas,https://www.cnrl.com/,https://find-and-update.company-information.service.gov.uk/company/00813187/filing-history,"-42,248,247",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3235_part3,DANA PETROLEUM LTD,,,,,,,,,,,,,,,,,,,,,Private,3456891,Oil & Gas,Oil & Gas,https://www.dana-petroleum.com/,https://find-and-update.company-information.service.gov.uk/company/03456891,"1,858,966",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3236_part3,ENI UK LTD,,,,,,,,,,,,,,,,,,,,,Private,862823,Oil & Gas,Oil & Gas,https://www.eni.com/enipedia/en_IT/international-presence/europe/enis-activities-in-the-united-kingdom.page,https://find-and-update.company-information.service.gov.uk/company/00862823,"16,611,565",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3237_part3,ENQUEST PLC,,,,,,,,,,,,,,,,,,,,,Private,7140891,Oil & Gas,Oil & Gas,https://www.enquest.com/,https://find-and-update.company-information.service.gov.uk/company/07140891,"2,482,260",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3238_part3,EQUINOR UK LTD,,,,,,,,,,,,,,,,,,,,,Private,1285743,Oil & Gas,Oil & Gas,https://www.equinor.com/en/where-we-are/united-kingdom.html,https://find-and-update.company-information.service.gov.uk/company/01285743,"4,260,349",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3239_part3,EXXONMOBIL INTERNATIONAL LTD,,,,,,,,,,,,,,,,,,,,,Private,207426,Oil & Gas,Oil & Gas,https://www.exxonmobil.co.uk/Company/Overview/UK-operations/Production,https://find-and-update.company-information.service.gov.uk/company/00207426,"-117,063,167",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3240_part3,HURRICANE ENERGY PLC,,,,,,,,,,,,,,,,,,,,,Private,5245689,Oil & Gas,Oil & Gas,https://www.hurricaneenergy.com/,https://find-and-update.company-information.service.gov.uk/company/05245689,"1,641,056",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3241_part3,IGAS ENERGY PLC,,,,,,,,,,,,,,,,,,,,,Private,4981279,Oil & Gas,Oil & Gas,https://www.igasplc.com/,https://find-and-update.company-information.service.gov.uk/company/04981279,"376,730",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3242_part3,INEOS INDUSTRIES,,,,,,,,,,,,,,,,,,,,,Private,"SC200459, 09121775, 06981897, 10660338",Oil & Gas,Oil & Gas,https://www.ineos.com/,https://find-and-update.company-information.service.gov.uk/company/SC200459,"502,557",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3243_part3,IRANIAN OIL COMPANY (U.K.) LTD,,,,,,,,,,,,,,,,,,,,,Private,1019769,Oil & Gas,Oil & Gas,Not available,https://find-and-update.company-information.service.gov.uk/company/01019769,"16,118,801",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3244_part3,ITHACA ENERGY UK,,,,,,,,,,,,,,,,,,,,,Private,SC272009,Oil & Gas,Oil & Gas,https://www.ithacaenergy.com/,https://find-and-update.company-information.service.gov.uk/company/SC272009,"51,531,802",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3245_part3,JX NIPPON EXPLORATION AND PRODUCTION (U.K.) LIMITED,,,,,,,,,,,,,,,,,,,,,Private,3288689,Oil & Gas,Oil & Gas,http://www.nex.jx-group.co.jp/english/activity/england/northsea.html,https://find-and-update.company-information.service.gov.uk/company/03288689,"-2,436,015",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3246_part3,NEPTUNE ENERGY GROUP LIMITED,,,,,,,,,,,,,,,,,,,,,Private,3386464,Oil & Gas,Oil & Gas,https://www.neptuneenergy.com/,https://find-and-update.company-information.service.gov.uk/company/03386464,"-9,987,694",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3247_part3,CHEVRON (INCLUDING LEGACY-NOBLE ENERGY GROUP),,,,,,,,,,,,,,,,,,,,,Private,797339,Oil & Gas,Oil & Gas,https://www.nblenergy.com/,https://find-and-update.company-information.service.gov.uk/company/00797339,"34,369,781",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3248_part3,NSMP OPERATIONS LTD,,,,,,,,,,,,,,,,,,,,,Private,9711370,Oil & Gas,Oil & Gas,http://www.nsmp-limited.com/,https://find-and-update.company-information.service.gov.uk/company/09711370,"213,770",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3249_part3,ONE-DYAS UK LTD,,,,,,,,,,,,,,FORMERLY ORANJE-NASSAU ENERGIE RESOURCES LTD,,,,,,,Private,3531783,Oil & Gas,Oil & Gas,https://onedyas.com/,https://find-and-update.company-information.service.gov.uk/company/03531783,"7,248,108",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3250_part3,PERENCO UK LTD,,,,,,,,,,,,,,,,,,,,,Private,4653066,Oil & Gas,Oil & Gas,https://www.perenco.com/subsidiaries/uk,https://find-and-update.company-information.service.gov.uk/company/04653066,"19,365,968",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3251_part3,PREMIER OIL PLC,,,,,,,,,,,,,,,,,,,,,Private,SC234781,Oil & Gas,Oil & Gas,https://www.premier-oil.com/,https://find-and-update.company-information.service.gov.uk/company/SC234781,"-18,921,625",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3252_part3,REPSOL SINOPEC RESOURCES UK LTD,,,,,,,,,,,,,,,,,,,,,Private,825828,Oil & Gas,Oil & Gas,https://www.repsolsinopecuk.com/,https://find-and-update.company-information.service.gov.uk/company/00825828,"-57,645,460",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3253_part3,ROCKROSE,,,,,,,,,,,,,,,,,,,,,Private,FC009587,Oil & Gas,Oil & Gas,https://rockroseenergy.com/,https://find-and-update.company-information.service.gov.uk/company/FC009587,"323,401",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3254_part3,ROYAL DUTCH SHELL PLC,,,,,,,,,,,,,,,,,,,,,Private,4366849,Oil & Gas,Oil & Gas,https://royaldutchshellplc.com/,https://find-and-update.company-information.service.gov.uk/company/04366849,"-109,936,261",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3255_part3,SAGE NORTH SEA LTD,,,,,,,,,,,,,,,,,,,,,Private,FC033971,Oil & Gas,Oil & Gas,https://www.ancala.com/,https://find-and-update.company-information.service.gov.uk/company/FC033971,"200,912",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3256_part3,SICCAR POINT ENERGY,,,,,,,,,,,,,,,,,,,,,Private,9102478,Oil & Gas,Oil & Gas,http://www.siccarpointenergy.co.uk/,https://find-and-update.company-information.service.gov.uk/company/09102478,"2,090,431",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3257_part3,SUMMIT EXPLORATION AND PRODUCTION,,,,,,,,,,,,,,,,,,,,,Private,8860426,Oil & Gas,Oil & Gas,https://summiteandp.com/,https://find-and-update.company-information.service.gov.uk/company/08860426,"5,840,000",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3258_part3,SUNCOR ENERGY UK LTD,,,,,,,,,,,,,,,,,,,,,Private,972618,Oil & Gas,Oil & Gas,https://www.suncor.com/en-ca/about-us/exploration-and-production/united-kingdom,https://find-and-update.company-information.service.gov.uk/company/00972618,"105,692,970",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3259_part3,TAQA BRATANI LTD,,,,,,,,,,,,,,,,,,,,,Private,5975475,Oil & Gas,Oil & Gas,https://www.taqaglobal.com/our-regions/united-kingdom/overview,https://find-and-update.company-information.service.gov.uk/company/05975475,"-28,688,776",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3260_part3,TOTAL ENERGIES HOLDINGS UK LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1722136,Oil & Gas,Oil & Gas,https://www.total.uk/,https://find-and-update.company-information.service.gov.uk/company/01722136,"46,395,836",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3261_part3,TULLOW OIL,,,,,,,,,,,,,,,,,,,,,Private,3919249,Oil & Gas,Oil & Gas,https://www.tullowoil.com/,https://find-and-update.company-information.service.gov.uk/company/03919249,"-24,221,956",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3262_part3,HESS LTD,,,,,,,,,,,,,,,,,,,,,Private,807346,Oil & Gas,Oil & Gas,https://www.sec.gov/edgar/browse/?CIK=4447&owner=exclude https://www.hess.com/,https://find-and-update.company-information.service.gov.uk/company/00807346,"-1,833,879",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3263_part3,DNO NORTH SEA (ROGB) LIMITED,,,,,,,,,,,,,,,,,,,,,Private,4622251,Oil & Gas,Oil & Gas,https://www.dno.no/en/operations/united-kingdom/,https://find-and-update.company-information.service.gov.uk/company/04622251,"-7,575,978",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3264_part3,WALDORF PRODUCTION UK LTD,,,,,,,,,,,,,,,,,,,,,Private,11957078,Oil & Gas,Oil & Gas,https://www.waldorf-production.com/,https://find-and-update.company-information.service.gov.uk/company/11957078,"-3,437,847",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3265_part3,AGGREGATE INDUSTRIES UK LTD,,,,,,,,,,,,,,,,,,,,,Private,245717,Mining,"Cement, Aggregates",https://www.aggregate.com/,https://find-and-update.company-information.service.gov.uk/company/00245717,"2,151,725",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3266_part3,ALBION STONE,,,,,,,,,,,,,,,,,,,,,Private,1767530,Mining,Portland Stone,https://www.albionstone.com/,https://find-and-update.company-information.service.gov.uk/company/01767530,"233,817",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3267_part3,BOSKALIS WESTMINSTER HOLDINGS LIMITED,,,,,,,,,,,,,,,,,,,,,Private,2380267,Mining,Marine Aggregates,https://westminster.boskalis.com/,https://find-and-update.company-information.service.gov.uk/company/00485700,"1,903,283",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3268_part3,BREEDON GROUP PLC,,,,,,,,,,,,,,,,,,,,,Private,98465,Mining,Construction Materials,https://www.breedongroup.com/,https://www.jerseyfsc.org/registry/documentsearch/NameDetail.aspx?Id=124680,"16,810,222",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3269_part3,BRITANNIA AGGREGATES LTD,,,,,,,,,,,,,,,,,,,,,Private,2304376,Mining,Extraction of aggregates,https://www.brett.co.uk/aggregates/products-and-services/marine-aggregate-dredging,https://find-and-update.company-information.service.gov.uk/company/02304376,"548,083",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3270_part3,CEMEX UK MATERIALS LTD,,,,,,,,,,,,,,,,,,,,,Private,4895833,Mining,Construction Materials,https://www.cemex.co.uk/,https://find-and-update.company-information.service.gov.uk/company/04895833,"5,985,845",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3271_part3,CLEVELAND POTASH LTD,,,,,,,,,,,,,,,,,,,,,Private,915392,Mining,"Potash, Salt",http://www.icl-uk.uk/,https://find-and-update.company-information.service.gov.uk/company/00915392,"679,819",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3272_part3,DEME BUILDING MATERIALS LTD,,,,,,,,,,,,,,,,,,,,,Private,4590759,Mining,"Sand, Gravel",https://www.deme-group.com/dbm,https://find-and-update.company-information.service.gov.uk/company/04590759,"1,982,138",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3273_part3,HANSON LIMITED,,,,,,,,,,,,,,,,,,,,,Private,485700,Mining,"Cement, Aggregates",https://www.hanson.co.uk/en,https://find-and-update.company-information.service.gov.uk/company/00485700,"3,233,881",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3274_part3,IRISH SALT MINING & EXPLORATION CO. LTD,,,,,,,,,,,,,,,,,,,,,Private,NI006389,Mining,Salt Rock,https://irishsaltmines.co.uk/,https://find-and-update.company-information.service.gov.uk/company/NI006389,"274,819",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3275_part3,SAINT-GOBAIN LTD,,,,,,,,,,,,,,,,,,,,,Private,3291592,Mining,Construction Materials,http://www.saint-gobain.co.uk/,https://find-and-update.company-information.service.gov.uk/company/03291592,"4,257,523",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3276_part3,SEVERN SANDS GROUP LTD,,,,,,,,,,,,,,,,,,,,,Private,10696315,Mining,"Sand, Aggregates",https://www.severnsands.co.uk/,https://find-and-update.company-information.service.gov.uk/company/10696315,"392,946",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3277_part3,TARMAC HOLDINGS LIMITED,,,,,,,,,,,,,,,,,,,,,Private,7533961,Mining,Construction Materials,https://www.tarmac.com/,https://find-and-update.company-information.service.gov.uk/company/07533961,"110,299",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3278_part3,THE BANKS GROUP,,,,,,,,,,,,,,,,,,,,,Private,11269831,Mining,Coal,https://www.banksgroup.co.uk/,https://find-and-update.company-information.service.gov.uk/company/11269831,"568,508",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3279_part3,VAN OORD UK LTD,,,,,,,,,,,,,,,,,,,,,Private,1805156,Mining,Marine Aggregate Dredging,https://www.vanoord.com/,https://find-and-update.company-information.service.gov.uk/company/01805156,"263,386",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3280_part3,VOLKER DREDGING LTD,,,,,,,,,,,,,,,,,,,,,Private,1179300,Mining,Marine Aggregate Dredging,https://www.brett.co.uk/aggregates/products-and-services/marine-aggregate-dredging,https://find-and-update.company-information.service.gov.uk/company/01179300,"1,984,653",United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
3281_part3,KANSANSHI MINING PLC,,,,,,,,,,,,,,,,,,,,,Private,1001602517,Mining,"Ag, Au, Co, Cu, Fe, S, Se, Te",https://www.first-quantum.com/English/our-operations/default.aspx#module-operation--kansanshi,,"2,575,201,010.50",Zambia,ZMB,2017,2017-01-01,"2017-12-31"
3282_part3,KONKOLA COPPER MINES PLC,,,,,,,,,,,,,,,,,,,,,Private,1001772785,Mining,"Ag, Au, Co, Cu, S, Se, Te",http://kcm.co.zm/,,"1,556,710,742.13",Zambia,ZMB,2017,2017-01-01,"2017-12-31"
3283_part3,LUMWANA MINING COMPANY LTD,,,,,,,,,,,,,,,,,,,,,Private,1001828755,Mining,"Ag, Au, Co, Cu, S, U",https://www.barrick.com/English/operations/lumwana/default.aspx,,"1,412,961,690.05",Zambia,ZMB,2017,2017-01-01,"2017-12-31"
3284_part3,KALUMBILA MINERALS LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001862964,Mining,"Ag, Au, Co, Cu, Fe, Ni, PGM, Se",https://www.first-quantum.com/English/our-operations/default.aspx,,"912,824,783.70",Zambia,ZMB,2017,2017-01-01,"2017-12-31"
3285_part3,FIRST QUANTUM MINING AND OPERATIONS LTD,,,,,,,,,,,,,,,,,,,,,Private,1001656040,Mining,"Cu, SLF",https://www.first-quantum.com/English/our-operations/default.aspx,,"793,369,003.48",Zambia,ZMB,2017,2017-01-01,"2017-12-31"
3286_part3,MOPANI COPPER MINES PLC,,,,,,,,,,,,,,,,,,,,,Private,1001630233,Mining,Cu,,,"667,096,480.26",Zambia,ZMB,2017,2017-01-01,"2017-12-31"
3287_part3,CHAMBISHI COPPER SMELTER LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001831030,Mining,Cu,,,"521,207,149.16",Zambia,ZMB,2017,2017-01-01,"2017-12-31"
3288_part3,MAAMBA COLLIERIES LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001594184,Mining,"COA, PYR",http://www.maambacoal.com/,,"160,351,555.09",Zambia,ZMB,2017,2017-01-01,"2017-12-31"
3289_part3,ZAMBIA CONSOLIDATED COPPER MINES – INVESTMENT HOLDINGS PLC (ZCCM- IH),,,,,,,,,,,,,,,,,,,,,State-owned enterprises & public corporations,1001761145,Mining,"Ag, AQM, Au, Be3Al2(SiO3)6, Co, Cu, GRT, LST, SIL, SDG, Zn Mn, QTZ",,www.zccm-ih.com.zm/,"401,603.85",Zambia,ZMB,2017,2017-01-01,"2017-12-31"
3290_part3,KANSANSHI MINING PLC,,,,,,,,,,,,,,,,,,,,,Private,1001602517,Mining,"Ag, Au, Co, Cu, Fe, S, Se, Te",https://www.first-quantum.com/English/our-operations/default.aspx#module-operation--kansanshi,,"4,147,081,105.64",Zambia,ZMB,2018,2018-01-01,"2018-12-31"
3291_part3,KONKOLA COPPER MINES PLC,,,,,,,,,,,,,,,,,,,,,Private,1001772785,Mining,"Ag, Au, Co, Cu, S, Se, Te",http://kcm.co.zm/,,"1,561,682,245.03",Zambia,ZMB,2018,2018-01-01,"2018-12-31"
3292_part3,LUMWANA MINING COMPANY LTD,,,,,,,,,,,,,,,,,,,,,Private,1001828755,Mining,"Ag, Au, Co, Cu, S, U",https://www.barrick.com/English/operations/lumwana/default.aspx,,"1,301,573,927.10",Zambia,ZMB,2018,2018-01-01,"2018-12-31"
3293_part3,KALUMBILA MINERALS LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001862964,Mining,"Ag, Au, Co, Cu, Fe, Ni, PGM, Se",https://www.first-quantum.com/English/our-operations/default.aspx,,"1,742,260,422.33",Zambia,ZMB,2018,2018-01-01,"2018-12-31"
3294_part3,FIRST QUANTUM MINING AND OPERATIONS LTD,,,,,,,,,,,,,,,,,,,,,Private,1001656040,Mining,"Cu, SLF",https://www.first-quantum.com/English/our-operations/default.aspx,,"316,715,805.31",Zambia,ZMB,2018,2018-01-01,"2018-12-31"
3295_part3,MOPANI COPPER MINES PLC,,,,,,,,,,,,,,,,,,,,,Private,1001630233,Mining,Cu,,,"686,978,877.11",Zambia,ZMB,2018,2018-01-01,"2018-12-31"
3296_part3,CHAMBISHI COPPER SMELTER LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001831030,Mining,Cu,,,"1,178,403,060.04",Zambia,ZMB,2018,2018-01-01,"2018-12-31"
3297_part3,MAAMBA COLLIERIES LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001594184,Mining,"COA, PYR",http://www.maambacoal.com/,,"154,183,994.89",Zambia,ZMB,2018,2018-01-01,"2018-12-31"
3298_part3,ZAMBIA CONSOLIDATED COPPER MINES – INVESTMENT HOLDINGS PLC (ZCCM- IH),,,,,,,,,,,,,,,,,,,,,State-owned enterprises & public corporations,1001761145,Mining,"Ag, AQM, Au, Be3Al2(SiO3)6, Co, Cu, GRT, LST, SIL, SDG, Zn Mn, QTZ",www.zccm-ih.com.zm/,,"95,082,467.74",Zambia,ZMB,2018,2018-01-01,"2018-12-31"
3299_part3,KANSANSHI MINING PLC,,,,,,,,,,,,,,,,,,,,,Private,1001602517,Mining,"Ag, Au, Co, Cu, Fe, S, Se, Te",https://www.first-quantum.com/English/our-operations/default.aspx#module-operation--kansanshi,,"5,225,159,657.21",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3300_part3,KONKOLA COPPER MINES PLC,,,,,,,,,,,,,,,,,,,,,Private,1001772785,Mining,"Ag, Au, Co, Cu, S, Se, Te",http://kcm.co.zm/,,"482,102,453.54",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3301_part3,LUMWANA MINING COMPANY LTD,,,,,,,,,,,,,,,,,,,,,Private,1001828755,Mining,"Ag, Au, Co, Cu, S, U",https://www.barrick.com/English/operations/lumwana/default.aspx,,"972,364,574.45",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3302_part3,KALUMBILA MINERALS LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001862964,Mining,"Ag, Au, Co, Cu, Fe, Ni, PGM, Se",https://www.first-quantum.com/English/our-operations/default.aspx,,"2,212,763,898.70",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3303_part3,FIRST QUANTUM MINING AND OPERATIONS LTD,,,,,,,,,,,,,,,,,,,,,Private,1001656040,Mining,"Cu, SLF",https://www.first-quantum.com/English/our-operations/default.aspx,,"604,749,515.65",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3304_part3,MOPANI COPPER MINES PLC,,,,,,,,,,,,,,,,,,,,,Private,1001630233,Mining,Cu,,,"514,341,227.78",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3305_part3,CHAMBISHI COPPER SMELTER LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001831030,Mining,Cu,,,"1,018,370,899.85",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3306_part3,MAAMBA COLLIERIES LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001594184,Mining,"COA, PYR",http://www.maambacoal.com/,,"470,374,861.13",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3307_part3,LUBAMBE COPPER MINE LTD,,,,,,,,,,,,,,,,,,,,,Private,1001582192,Mining,"Co, Cu",https://lubambe.com/,,"160,766,691.83",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3308_part3,KAGEM MINING LTD,,,,,,,,,,,,,,,,,,,,,Private,1001612576,Mining,Em,https://gemfields.com/our-mines-assets/kagem/,,"85,013,936.63",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3309_part3,LAFARGE CEMENT ZAMBIA PLC,,,,,,,,,,,,,,,,,,,,,Private,1001666382,Mining,"LST, SHL",https://www.lafarge.co.zm/,,"75,504,410.60",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3310_part3,DANGOTE QUARRIES ZAMBIA LIMITED,,,,,,,,,,,,,,,,,,,,,Private,1001878318,Mining,LST,https://www.dangotecement.com/operations/zambia/,,"108,698,124.96",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3311_part3,CNMC LUANSHYA COPPER MINE PLC,,,,,,,,,,,,,,,,,,,,,Private,1001591709,Mining,"Ag, Au, Bi, Co, Cu, Ni, Pb, SIL, U, Zn",http://www.cnmc.com.cn/detailen.jsp?article_millseconds=1319198696828&column_no=0118,,"781,480,529.84",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3312_part3,NFC AFRICA MINING PLC,,,,,,,,,,,,,,,,,,,,,Private,,Mining,Au,http://www.cnmc.com.cn/indexen.jsp,,"255,956,974.17",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3313_part3,SINO METALS,,,,,,,,,,,,,,,,,,,,,Private,,Mining,,,,"100,747,457.08",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3314_part3,ZAMBIA CONSOLIDATED COPPER MINES – INVESTMENT HOLDINGS PLC (ZCCM- IH),,,,,,,,,,,,,,,,,,,,,State-owned enterprises & public corporations,1001761145,Mining,"Ag, AQM, Au, Be3Al2(SiO3)6, Co, Cu, GRT, LST, SIL, SDG, Zn Mn, QTZ",www.zccm-ih.com.zm/,,"18,793,590.49",Zambia,ZMB,2019,2019-01-01,"2019-12-31"
3315_part3,HIDROALBANIA ENERGJI SHPK,,,,,,,,,,,,,,,,,,,,,Private,K98420202O,Other,Electric Energy,,,"15,338,853.00",Albania,ALB,2017,2017-01-01,"2017-12-31"
3316_part3,DITEKO SH.P.K,,,,,,,,,,,,,,,,,,,,,Private,K92108022E,Other,Electric Energy,,,"58,032,805.00",Albania,ALB,2017,2017-01-01,"2017-12-31"
3317_part3,11 HERONJTE BATER,,,,,,,,,,,,,,,,,,,,,Private,K28310906F,Mining,Chromium,,,"15,215,888.00",Albania,ALB,2017,2017-01-01,"2017-12-31"
3318_part3,3A-160 SH.P.K,,,,,,,,,,,,,,,,,,,,,Private,L61523043R,Mining,Chromium,,,"3,635,320.00",Albania,ALB,2017,2017-01-01,"2017-12-31"
3319_part3,AGGREGATED,,,,,,,,,,,,,,,,,,,,,Private,N/A,Mining,N/A,,,"36,533,218.00",Albania,ALB,2017,2017-01-01,"2017-12-31"
3320_part3,ALB - CANAJ,,,,,,,,,,,,,,,,,,,,,Private,K07729901W,Mining,Chromium,,,"64,762,643.00",Albania,ALB,2017,2017-01-01,"2017-12-31"
3321_part3,ALB IEAA INTERNACIONAL,,,,,,,,,,,,,,,,,,,,,Private,J86906408N,Mining,Not Reported,,,"67,703,127.00",Albania,ALB,2017,2017-01-01,"2017-12-31"
3322_part3,ALBA - CO SHPK,,,,,,,,,,,,,,,,,,,,,Private,J78311933L,Mining,Chromium,,,"11,370,247.00",Albania,ALB,2017,2017-01-01,"2017-12-31"
3323_part3,ALBANISA KRYPI,,,,,,,,,,,,,,,,,,,,,Private,J96829413B,Mining,Chromium,,,"15,981,680.00",Albania,ALB,2017,2017-01-01,"2017-12-31"
