num,GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
1752,Social security employer contributions (1212E),Oil & Gas,Unified social contribution,STATE TAX SERVICE OF UKRAINE,3299906373.47,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1753,Social security employer contributions (1212E),Mining,Unified social contribution,STATE TAX SERVICE OF UKRAINE,6749768144.65,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1754,Licence fees (114521E),Oil & Gas,Fees for granting or extending special permits for the use of subsoil and revenues from the sale of such permits,THE STATE SERVICE OF GEOLOGY AND SUBSOIL OF UKRAINE (DERZHGEONADRA),750577070,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1755,Licence fees (114521E),Mining,Fees for granting or extending special permits for the use of subsoil and revenues from the sale of such permits,THE STATE SERVICE OF GEOLOGY AND SUBSOIL OF UKRAINE (DERZHGEONADRA),131490,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1756,From government participation (equity) (1412E2),Oil & Gas,Dividends and payment of a share of net profit,STATE TAX SERVICE OF UKRAINE,39626280323,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1757,From government participation (equity) (1412E2),Mining,Dividends and payment of a share of net profit,STATE TAX SERVICE OF UKRAINE,52194385.39,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1758,Royalties (1415E1),Oil & Gas,Land fee,STATE TAX SERVICE OF UKRAINE,392301204.81,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1759,Royalties (1415E1),Mining,Land fee,STATE TAX SERVICE OF UKRAINE,1188791008.45,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1760,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Oil & Gas,Budget reimbursement of value added tax,STATE TAX SERVICE OF UKRAINE,-219187938,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1761,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Budget reimbursement of value added tax,STATE TAX SERVICE OF UKRAINE,-14815973150.23,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1762,Other taxes payable by natural resource companies (116E),Oil & Gas,Other taxes and duties (companies and payments below materiality threshold),THE STATE SERVICE OF GEOLOGY AND SUBSOIL OF UKRAINE (DERZHGEONADRA),14132047.08,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1763,Other taxes payable by natural resource companies (116E),Mining,Other taxes and duties (companies and payments below materiality threshold),THE STATE SERVICE OF GEOLOGY AND SUBSOIL OF UKRAINE (DERZHGEONADRA),697943.89,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1764,Other taxes payable by natural resource companies (116E),Oil & Gas,Other taxes and duties (companies and payments below materiality threshold),STATE TAX SERVICE OF UKRAINE,2777232850,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1765,Other taxes payable by natural resource companies (116E),Mining,Other taxes and duties (companies and payments below materiality threshold),STATE TAX SERVICE OF UKRAINE,25658116.61,UAH,Ukraine,UKR,2020,2020-01-01,2020-12-31
1766,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Corporation Tax,HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),32851771.09,GBP,United Kingdom,GBR,2018,2018-01-01,2018-12-31
1767,"Extraordinary taxes on income, profits and capital gains (1112E2)",Oil & Gas,Ring Fence CT and Supplementary Charge (RFCT & SC),HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),1938928679.53,GBP,United Kingdom,GBR,2018,2018-01-01,2018-12-31
1768,"Extraordinary taxes on income, profits and capital gains (1112E2)",Oil & Gas,Petroleum Revenue Tax (PRT),HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),-837756974,GBP,United Kingdom,GBR,2018,2018-01-01,2018-12-31
1769,Licence fees (114521E),Oil & Gas,Petroleum Licence Fees,OIL & GAS AUTHORITY (OGA),66823846.76,GBP,United Kingdom,GBR,2018,2018-01-01,2018-12-31
1770,Other taxes payable by natural resource companies (116E),Oil & Gas,Oil & Gas Authority (OGA) Levy,OIL & GAS AUTHORITY (OGA),22078928.86,GBP,United Kingdom,GBR,2018,2018-01-01,2018-12-31
1771,Licence fees (114521E),Mining,Payments to the Crown Estate M&Q,THE CROWN ESTATE (TCE),21971914.22,GBP,United Kingdom,GBR,2018,2018-01-01,2018-12-31
1772,Licence fees (114521E),Oil & Gas,Payments to the Crown Estate O&G,THE CROWN ESTATE (TCE),3202712.55,GBP,United Kingdom,GBR,2018,2018-01-01,2018-12-31
1773,Licence fees (114521E),Mining,Payments to Crown Estate Scotland M&Q,CROWN ESTATE SCOTLAND (CES),212258.4,GBP,United Kingdom,GBR,2018,2018-01-01,2018-12-31
1774,Licence fees (114521E),Oil & Gas,Payments to Crown Estate Scotland O&G,CROWN ESTATE SCOTLAND (CES),1900894.75,GBP,United Kingdom,GBR,2018,2018-01-01,2018-12-31
1775,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Corporation Tax,HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),48016765.29,GBP,United Kingdom,GBR,2019,2019-01-01,2019-12-31
1776,"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Ring Fence CT and Supplementary Charge (RFCT & SC),HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),1658374684.76,GBP,United Kingdom,GBR,2019,2019-01-01,2019-12-31
1777,"Extraordinary taxes on income, profits and capital gains (1112E2)",Oil & Gas,Petroleum Revenue Tax (PRT),HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),-310096175,GBP,United Kingdom,GBR,2019,2019-01-01,2019-12-31
1778,Licence fees (114521E),Oil & Gas,Petroleum Licence Fees,OIL & GAS AUTHORITY (OGA),65717829.74,GBP,United Kingdom,GBR,2019,2019-01-01,2019-12-31
1779,Other taxes payable by natural resource companies (116E),Oil & Gas,Oil & Gas Authority (OGA) Levy,OIL & GAS AUTHORITY (OGA),25275012.28,GBP,United Kingdom,GBR,2019,2019-01-01,2019-12-31
1780,Licence fees (114521E),Mining,Payments to the Crown Estate M&Q,THE CROWN ESTATE (TCE),22042899.6,GBP,United Kingdom,GBR,2019,2019-01-01,2019-12-31
1781,Licence fees (114521E),Oil & Gas,Payments to the Crown Estate O&G,THE CROWN ESTATE (TCE),2533471.99,GBP,United Kingdom,GBR,2019,2019-01-01,2019-12-31
1782,Licence fees (114521E),Mining,Payments to Crown Estate Scotland M&Q,CROWN ESTATE SCOTLAND (CES),190694,GBP,United Kingdom,GBR,2019,2019-01-01,2019-12-31
1783,Licence fees (114521E),Oil & Gas,Payments to Crown Estate Scotland O&G,CROWN ESTATE SCOTLAND (CES),1637972,GBP,United Kingdom,GBR,2019,2019-01-01,2019-12-31
1784,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Corporation Tax,HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),21661391.84,GBP,United Kingdom,GBR,2020,2020-01-01,2020-12-31
1785,"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Ring Fence CT and Supplementary Charge (RFCT & SC),HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),578213066,GBP,United Kingdom,GBR,2020,2020-01-01,2020-12-31
1786,"Extraordinary taxes on income, profits and capital gains (1112E2)",Oil & Gas,Petroleum Revenue Tax (PRT),HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),-445176091,GBP,United Kingdom,GBR,2020,2020-01-01,2020-12-31
1787,Licence fees (114521E),Oil & Gas,Petroleum Licence Fees,OIL & GAS AUTHORITY (OGA),55709437.59,GBP,United Kingdom,GBR,2020,2020-01-01,2020-12-31
1788,Other taxes payable by natural resource companies (116E),Oil & Gas,Oil & Gas Authority (OGA) Levy,OIL & GAS AUTHORITY (OGA),29313057.9,GBP,United Kingdom,GBR,2020,2020-01-01,2020-12-31
1789,Licence fees (114521E),Mining,Payments to the Crown Estate M&Q,THE CROWN ESTATE (TCE),21711580,GBP,United Kingdom,GBR,2020,2020-01-01,2020-12-31
1790,Licence fees (114521E),Oil & Gas,Payments to the Crown Estate O&G,THE CROWN ESTATE (TCE),3218019.75,GBP,United Kingdom,GBR,2020,2020-01-01,2020-12-31
1791,Licence fees (114521E),Mining,Payments to Crown Estate Scotland M&Q,CROWN ESTATE SCOTLAND (CES),99435,GBP,United Kingdom,GBR,2020,2020-01-01,2020-12-31
1792,Licence fees (114521E),Oil & Gas,Payments to Crown Estate Scotland O&G,CROWN ESTATE SCOTLAND (CES),1562910,GBP,United Kingdom,GBR,2020,2020-01-01,2020-12-31
1793,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,VAT,ZAMBIAN REVENUE AUTHORITY (ZRA),3577727839.31,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1794,Royalties (1415E1),Mining,Mineral Royalty,ZAMBIAN REVENUE AUTHORITY (ZRA),2459526547.72,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1795,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Import VAT,ZAMBIAN REVENUE AUTHORITY (ZRA),1884894275,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1796,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Company Income Tax (including Provisional Tax),ZAMBIAN REVENUE AUTHORITY (ZRA),1243332903.24,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1797,From state-owned enterprises (1412E1),Mining,Price participation fees,ZAMBIA CONSOLIDATED COPPER MINES – INVESTMENT HOLDINGS PLC (ZCCM- IH),662195642.18,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1798,Customs and other import duties (1151E),Mining,Import/Customs Duty,ZAMBIAN REVENUE AUTHORITY (ZRA),518187657.5,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1799,Taxes on property (113E),Mining,Property Rates,LOCAL COUNCILS,100034638.26,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1800,Excise taxes (1142E),Mining,Excise Duty - Electrical Energy,ZAMBIAN REVENUE AUTHORITY (ZRA),49047247.27,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1801,Other rent payments (1415E5),Mining,Area Charges,MINISTRY OF MINES AND MINERALS DEVELOPMENT,5016931.08,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1802,Other rent payments (1415E5),Mining,Ground Rent,MINISTRY OF LANDS,497380.71,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1803,Licence fees (114521E),Mining,Annual Business Fees,LOCAL COUNCILS,418176.54,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1804,Taxes on property (113E),Mining,Property Transfer Tax,ZAMBIAN REVENUE AUTHORITY (ZRA),99955298.03,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1805,Licence fees (114521E),Mining,Application Fees,MINISTRY OF MINES AND MINERALS DEVELOPMENT,7500,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1806,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Turnover Tax,ZAMBIAN REVENUE AUTHORITY (ZRA),321883.9,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1807,Administrative fees for government services (1422E),Mining,CEC - Dividends,ZAMBIA CONSOLIDATED COPPER MINES – INVESTMENT HOLDINGS PLC (ZCCM- IH),33978808.01,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1808,Other rent payments (1415E5),Oil & Gas,AREA CHARGES,MINISTRY OF MINES AND MINERALS DEVELOPMENT,1168799.5,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1809,Licence fees (114521E),Oil & Gas,ANNUAL LICENCE FEES,MINISTRY OF MINES AND MINERALS DEVELOPMENT,180000,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1810,Licence fees (114521E),Mining,Manganese Levy,LOCAL COUNCILS,58550,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1811,Licence fees (114521E),Mining,Presumptive Tax,ZAMBIAN REVENUE AUTHORITY (ZRA),917.4,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1812,Emission and pollution taxes (114522E),Mining,Payments to EPF,ENVIRONMENTAL PROTECTION FUND,2276581.33,ZMW,Zambia,ZMB,2017,2017-01-01,2017-12-31
1813,From state-owned enterprises (1412E1),Mining,Price participation fees,ZAMBIA CONSOLIDATED COPPER MINES – INVESTMENT HOLDINGS PLC (ZCCM- IH),553038808.44,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1814,From state-owned enterprises (1412E1),Mining,CEC - Dividends,ZAMBIA CONSOLIDATED COPPER MINES – INVESTMENT HOLDINGS PLC (ZCCM- IH),205288440,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1815,Administrative fees for government services (1422E),Oil,DATA PACKAGE,MINISTRY OF MINES AND MINERALS DEVELOPMENT,858480,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1816,Administrative fees for government services (1422E),Mining,Other fees & charges,MINISTRY OF MINES AND MINERALS DEVELOPMENT,3775232.33,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1817,Customs and other import duties (1151E),Mining,Import/Customs Duty,ZAMBIAN REVENUE AUTHORITY (ZRA),656255679.94,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1818,Emission and pollution taxes (114522E),Mining,Payments to EPF,ENVIRONMENTAL PROTECTION FUND,23330601.78,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1819,Excise taxes (1142E),Mining,Excise Duty - Electrical Energy,ZAMBIAN REVENUE AUTHORITY (ZRA),81538078.11,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1820,Excise taxes (1142E),Mining,Domestic Excise,ZAMBIAN REVENUE AUTHORITY (ZRA),82706233.01,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1821,From government participation (equity) (1412E2),Mining,Dividends (from ZCCM to IDC),INDUSTRIAL DEVELOPMENT CORPORATION (IDC),69205641.67,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1822,From state-owned enterprises (1412E1),Mining,Dividends (from ZCCM to MOF),MINISTRY OF FINANCE (MOF),23178861.72,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1823,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,VAT,ZAMBIAN REVENUE AUTHORITY (ZRA),3059646718.87,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1824,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Import VAT,ZAMBIAN REVENUE AUTHORITY (ZRA),3040756522.34,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1825,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Turnover Tax,ZAMBIAN REVENUE AUTHORITY (ZRA),214103.32,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1826,Licence fees (114521E),Mining,Annual Business Fees,LOCAL COUNCILS,3904520.96,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1827,Licence fees (114521E),Mining,Licence Fees,MINISTRY OF MINES AND MINERALS DEVELOPMENT,6689725.28,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1828,Licence fees (114521E),Oil,ANNUAL LICENCE FEES,MINISTRY OF MINES AND MINERALS DEVELOPMENT,690000,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1829,Licence fees (114521E),Oil,APPLICATION FEES,MINISTRY OF MINES AND MINERALS DEVELOPMENT,480000,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1830,Licence fees (114521E),Mining,Manganese Levy,LOCAL COUNCILS,547561.12,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1831,Licence fees (114521E),Mining,Presumptive Tax,ZAMBIAN REVENUE AUTHORITY (ZRA),2662,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1832,Licence fees (114521E),Mining,Stone Levy,LOCAL COUNCILS,1046904.48,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1833,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Company Income Tax (including Provisional Tax),ZAMBIAN REVENUE AUTHORITY (ZRA),2466978518.6,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1834,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Other taxes (ZRA),ZAMBIAN REVENUE AUTHORITY (ZRA),3059098.49,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1835,Other rent payments (1415E5),Mining,Ground Rent,MINISTRY OF LANDS,686956.97,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1836,Other rent payments (1415E5),Mining,Area Charges,MINISTRY OF MINES AND MINERALS DEVELOPMENT,32972985.98,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1837,Other taxes payable by natural resource companies (116E),Mining,Others-Invitation to Treat / Title Deeds,MINISTRY OF LANDS,1069731.5,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1838,Royalties (1415E1),Mining,Mineral Royalty,ZAMBIAN REVENUE AUTHORITY (ZRA),3878198937.84,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1839,Other rent payments (1415E5),Oil,AREA CHARGES,MINISTRY OF MINES AND MINERALS DEVELOPMENT,2763416.34,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1840,Taxes on property (113E),Mining,Property Rates,LOCAL COUNCILS,219547708.32,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1841,Taxes on property (113E),Mining,Property Transfer Tax,ZAMBIAN REVENUE AUTHORITY (ZRA),3709333.23,ZMW,Zambia,ZMB,2018,2018-01-01,2018-12-31
1842,Other rent payments (1415E5),Oil,Area Charges,MINISTRY OF MINES AND MINERALS DEVELOPMENT - PETROLEUM UNIT,2241347.36,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1843,Licence fees (114521E),Oil,Annual License Fees,MINISTRY OF MINES AND MINERALS DEVELOPMENT - PETROLEUM UNIT,810000,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1844,Licence fees (114521E),Mining,Application Fees,MINISTRY OF MINES AND MINERALS DEVELOPMENT,5477560,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1845,Licence fees (114521E),Mining,License Fees,MINISTRY OF MINES AND MINERALS DEVELOPMENT,900,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1846,Other rent payments (1415E5),Mining,Area Charges,MINISTRY OF MINES AND MINERALS DEVELOPMENT,35109345.76,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1847,Licence fees (114521E),Mining,Valuation Fees,MINISTRY OF MINES AND MINERALS DEVELOPMENT,403230,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1848,Other taxes payable by natural resource companies (116E),Mining,Chemical analysis,MINISTRY OF MINES AND MINERALS DEVELOPMENT,249125,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1849,Emission and pollution taxes (114522E),Mining,Environmental Protection Fund,ENVIRONMENTAL PROTECTION FUND,1235122.59,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1850,Taxes on exports (1152E),Mining,Export Permit,MINISTRY OF MINES AND MINERALS DEVELOPMENT,2037.64,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1851,Licence fees (114521E),Mining,Gemtsone Sales Certificate,MINISTRY OF MINES AND MINERALS DEVELOPMENT,7200,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1852,Customs and other import duties (1151E),Mining,Import Permit,MINISTRY OF MINES AND MINERALS DEVELOPMENT,22800,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1853,Administrative fees for government services (1422E),Mining,Other fees & charges,MINISTRY OF MINES AND MINERALS DEVELOPMENT,10800,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1854,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Import VAT,ZAMBIAN REVENUE AUTHORITY (ZRA),2002918240.24,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1855,Royalties (1415E1),Mining,Mineral Royalty,ZAMBIAN REVENUE AUTHORITY (ZRA),4201013264.7,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1856,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Company Income Tax (including Provisional Tax),ZAMBIAN REVENUE AUTHORITY (ZRA),3203087547.73,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1857,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,VAT,ZAMBIAN REVENUE AUTHORITY (ZRA),989631864.19,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1858,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Withholding VAT,ZAMBIAN REVENUE AUTHORITY (ZRA),2032763902.92,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1859,Customs and other import duties (1151E),Mining,Import/Customs Duty,ZAMBIAN REVENUE AUTHORITY (ZRA),1205859767.37,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1860,Excise taxes (1142E),Mining,Excise Duty - Electrical Energy,ZAMBIAN REVENUE AUTHORITY (ZRA),5764672,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1861,Taxes on property (113E),Mining,Property Transfer Tax,ZAMBIAN REVENUE AUTHORITY (ZRA),29541437.58,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1862,Excise taxes (1142E),Mining,Domestic Excise,ZAMBIAN REVENUE AUTHORITY (ZRA),188055303.28,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1863,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Other taxes (ZRA),ZAMBIAN REVENUE AUTHORITY (ZRA),3806139,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1864,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Turnover Tax,ZAMBIAN REVENUE AUTHORITY (ZRA),190327.65,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1865,Licence fees (114521E),Mining,Annual Business Fees,LOCAL COUNCILS,629439.14,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1866,Taxes on property (113E),Mining,Property Rates,LOCAL COUNCILS,139791154.66,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1867,Licence fees (114521E),Mining,Manganese Levy,LOCAL COUNCILS,1178856.4,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1868,Other rent payments (1415E5),Mining,Ground Rent,MINISTRY OF LANDS,982789.47,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1869,From government participation (equity) (1412E2),Mining,Dividends (from ZCCM to MOF),MINISTRY OF FINANCE (MOF),16832268.63,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
1870,Customs and other import duties (1151E),Mining,Carbon tax,ALBANIAN CUSTOMS ADMINISTRATE,224870178,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1871,Customs and other import duties (1151E),Oil & Gas,Carbon tax,ALBANIAN CUSTOMS ADMINISTRATE,25804413,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1872,Customs and other import duties (1151E),Oil & Gas,Circulation tax,ALBANIAN CUSTOMS ADMINISTRATE,232239717,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1873,Customs and other import duties (1151E),Oil & Gas,Excise,ALBANIAN CUSTOMS ADMINISTRATE,319860499,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1874,Customs and other import duties (1151E),Mining,Excise tax,ALBANIAN CUSTOMS ADMINISTRATE,150814039,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1875,Customs and other import duties (1151E),Mining,Import VAT,ALBANIAN CUSTOMS ADMINISTRATE,1382597467,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1876,Administrative fees for government services (1422E),Oil & Gas,Local Taxes,MUNICIPALITY OF RROSKOVEC,146868292,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1877,Administrative fees for government services (1422E),Oil & Gas,Local Taxes,MUNICIPALITY OF PATOS,36070344,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1878,Administrative fees for government services (1422E),Oil & Gas,Local Taxes,MUNICIPALITY OF LUSHNJË,3500000,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1879,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Other payments to the State and local government units,MUNICIPALITY OF BULQIZË,5600000,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1880,Administrative fees for government services (1422E),Mining,Other payments to the State and local government units,MUNICIPALITY OF KRUJË,107357802,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1881,Administrative fees for government services (1422E),Mining,Other payments to the State and local government units,MUNICIPALITY OF PATOS,242944,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1882,Compulsory transfers to government (infrastructure and other) (1415E4),Other,National tariff,GENERAL DIRECTORATE OF TAXES,1886597360,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1883,Other taxes payable by natural resource companies (116E),Other,Other payments to the State and local government units,MUNICIPALITY OF LUSHNJË,,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1884,Other taxes payable by natural resource companies (116E),Other,Other payments to the State and local government units,GENERAL DIRECTORATE OF TAXES,,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1885,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Other payments to the State and local government units,ALBANIAN CUSTOMS ADMINISTRATE,35546481,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1886,Compulsory transfers to government (infrastructure and other) (1415E4),Other,Regulatory tariff,ENERGY REGULATORY AUTHORITY (ERE),24700000,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1887,Social security employer contributions (1212E),Mining,Payments for social and health insurance,GENERAL DIRECTORATE OF TAXES,2942890795,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1888,Social security employer contributions (1212E),Other,Payments for social and health insurance,GENERAL DIRECTORATE OF TAXES,2103492884,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1889,Social security employer contributions (1212E),Oil & Gas,Payments for social and health insurance and Personal Income Tax,GENERAL DIRECTORATE OF TAXES,1182388967,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1890,Social security employer contributions (1212E),Mining,Personal income tax,GENERAL DIRECTORATE OF TAXES,1170698186,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1891,Social security employer contributions (1212E),Other,Personal income tax,GENERAL DIRECTORATE OF TAXES,861080857,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1892,Royalties (1415E1),Mining,Royalty,GENERAL DIRECTORATE OF TAXES,1566830965,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1893,Royalties (1415E1),Oil & Gas,Royalty,ALBANIAN CUSTOMS ADMINISTRATE,1457000349,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1894,Royalties (1415E1),Oil & Gas,Royalty,GENERAL DIRECTORATE OF TAXES,1109349874,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1895,Royalties (1415E1),Mining,Royalty,ALBANIAN CUSTOMS ADMINISTRATE,887556245,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1896,Delivered/paid to state-owned enterprise(s) (1415E32),Oil & Gas,Share of oil production,ALBPETROL,2304710000,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
1897,Bonuses (1415E2),Oil & Gas,Signature Bonuses,ALBPETROL,14173540.32,ALL,Albania,ALB,2017,2017-01-01,2017-12-31
